X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-1620.0,-1700.0,-121.631,9.271e-07,86.0789,-89.8715,93.9211,-94.7794,-1619.91,-1738.18,-1619.91,-1738.18
-1618.0,-1700.0,-121.684,9.27109e-07,86.0789,-90.2849,93.9211,-94.366,-1618.19,-1738.25,-1618.19,-1738.25
-1616.0,-1700.0,-121.709,9.27166e-07,86.0792,-90.6982,93.9208,-93.9526,-1616.47,-1738.32,-1616.47,-1738.32
-1614.0,-1700.0,-107.502,6.71974e-07,84.5864,85.9958,95.4136,-94.0042,-1614.0,-1700.0,-1600.0,-1500.0
-1612.0,-1700.0,-107.496,6.71543e-07,84.5829,86.5664,95.4171,-93.4336,-1612.0,-1700.0,-1600.0,-1500.0
-1610.0,-1700.0,-129.276,1.25564e-06,93.1991,-92.1391,93.1991,-92.642,-1613.27,-1787.68,-1610.67,-1717.88
-1608.0,-1700.0,-129.273,1.2559e-06,93.1984,-92.4438,93.1984,-92.3373,-1611.74,-1787.74,-1608.76,-1717.88
-1606.0,-1700.0,-152.545,9.2906e-07,86.0872,-98.9827,93.9128,-92.901,-1612.09,-1738.5,-1612.09,-1738.5
-1604.0,-1700.0,-154.827,9.30265e-07,86.0923,-101.861,93.9077,-92.901,-1612.09,-1738.5,-1612.09,-1738.5
-1602.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1600.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1598.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1596.0,-1700.0,-125.722,9.44207e-07,86.3977,-28.032,93.9064,-77.7517,-1551.22,-1724.68,-1550.49,-1724.23
-1594.0,-1700.0,-125.062,9.38334e-07,86.3119,-28.2211,93.9156,-77.9443,-1552.09,-1724.32,-1550.52,-1723.33
-1592.0,-1700.0,-137.347,6.71784e-07,84.5848,101.485,95.4152,-88.6774,-1595.82,-1681.22,-1595.82,-1681.22
-1590.0,-1700.0,-136.744,9.27012e-07,86.0785,-32.3131,93.9215,-77.5846,-1550.47,-1725.01,-1550.47,-1725.01
-1588.0,-1700.0,-138.31,9.21428e-07,86.0547,-33.6714,93.9453,-77.5846,-1550.47,-1725.01,-1550.47,-1725.01
-1586.0,-1700.0,-133.415,8.37375e-07,85.658,-95.551,94.342,-87.0529,-1588.42,-1724.91,-1588.42,-1724.91
-1584.0,-1700.0,-124.135,8.5785e-07,85.7618,100.619,94.2382,-86.891,-1587.78,-1724.93,-1584.56,-1697.02
-1582.0,-1700.0,-117.74,8.93987e-07,85.9334,-69.9122,94.0666,-82.7239,-1570.42,-1731.66,-1570.42,-1731.66
-1580.0,-1700.0,-117.556,8.39806e-07,85.6706,-97.7008,94.3294,-85.7789,-1583.39,-1725.06,-1583.39,-1725.06
-1578.0,-1700.0,-118.76,8.89503e-07,85.9129,-70.7217,94.0871,-81.9144,-1567.2,-1730.87,-1567.2,-1730.87
-1576.0,-1700.0,-125.213,6.7515e-07,84.6119,98.5805,95.3881,-83.3536,-1579.05,-1679.77,-1579.05,-1679.77
-1574.0,-1700.0,-118.661,8.3578e-07,85.6497,-71.3278,94.3503,-81.3896,-1566.24,-1722.97,-1566.24,-1722.97
-1572.0,-1700.0,-119.113,8.33673e-07,85.6387,-71.7636,94.3613,-80.9538,-1564.57,-1722.56,-1564.57,-1722.56
-1570.0,-1700.0,-116.131,9.00062e-07,85.9609,-99.4113,94.0391,-84.0342,-1575.58,-1733.67,-1575.58,-1733.67
-1568.0,-1700.0,-123.489,9.133e-07,94.4002,-135.897,94.4002,-89.718,-1598.87,-1729.92,-1577.33,-1709.04
-1566.0,-1700.0,-129.879,9.17614e-07,86.6121,-136.172,94.071,-89.4242,-1597.68,-1730.41,-1597.68,-1730.41
-1564.0,-1700.0,-128.607,9.40985e-07,94.2705,149.798,94.2705,-90.6306,-1602.51,-1728.38,-1570.41,-1696.27
-1562.0,-1700.0,-127.816,9.46743e-07,94.2445,150.002,94.2445,-90.4269,-1601.7,-1728.72,-1568.82,-1696.06
